Ozpyn BRS - P5 (L);Rifle;BLP;50.6;22;53;13.5;0;480;0;40.00;109.60%;0;57.0;Yes;Looted; 
Ozpyn BRS - P6 (L);Rifle;BLP;52.8;28;53;17.2;0.660;610;6.760;51.00;0;2.879;57.1;Yes;Looted; 
Ozpyn BRS - P7 (L);Rifle;BLP;55.0;30;54;18.8;0.706;653;7.236;56.00;600.00%;2.881;57.2;Yes;Looted; 
Ozpyn BRS - P8 (L);Rifle;BLP;57.2;36;53;22.1;0.822;786;8.682;65.00;0;2.882;57.2;Yes;Looted; 
Ozpyn BRS - P9 (L);Rifle;BLP;59.4;41;54;25.6;0;894;0;74.00;0;0;57.2;Yes;Looted; 
Ozpyn BRS - P11 (L);Rifle;BLP;63.8;56;53;34.4;1.296;1220;13.496;102.00;100.00%;2.884;57.3;Yes;Looted; 
Ozpyn BRS - P12 (L);Rifle;BLP;64.9;60;54;37.5;0;1306;0;110.00;0;0;57.4;Yes;Looted; 
Ozpyn Chon S1X1;Pistol;Laser;24.2;6;67;4.7;0.221;123;1.451;10.00;0;2.874;56.6;Yes;Crafted; 
Ozpyn HK S1X1;Rifle;Laser;71.5;77;42;37.5;3.953;1500;18.953;175.00;2500.00 PED;2.824;53.0;Yes;Tanhok Trader; 
Ozpyn Infused Blade Mk. I (L);Melee;Shortblades;5.0;3;79;2.7;0;0;0;26.00;0;0;58.5;Yes;Looted; 
Ozpyn Infused Blade Mk. II (L);Melee;Shortblades;5.0;4;79;3.7;0.958;0;0.958;34.50;0;2.902;58.7;Yes;Looted; 
Ozpyn Infused Blade Mk. III (L);Melee;Shortblades;5.0;6;80;5.6;0;0;0;52.00;0;0;58.8;Yes;Looted; 
Ozpyn Infused Blade Mk. IV (L);Melee;Shortblades;6.0;10;80;9.3;2.393;0;2.393;86.50;0;2.904;58.9;Yes;Looted; 
Ozpyn Infused Blade Mk. IX (L);Melee;Shortblades;8.0;27;83;26.0;0;0;0;233.00;0;0;59.3;Yes;Looted; 
Ozpyn Infused Blade Mk. V (L);Melee;Shortblades;6.0;14;81;13.1;3.349;0;3.349;121.00;0;2.905;58.9;Yes;Looted; 
Ozpyn Infused Blade Mk. X (L);Melee;Shortblades;8.0;30;84;29.2;7.160;0;7.160;259.00;0;2.912;59.4;Yes;Looted; 
Ozpyn LPX-P1 (L);Pistol;Laser;27.5;4;66;3.1;0.096;87;0.966;8.00;0;2.878;56.9;Yes;Looted; 
Ozpyn LPX-P2 (L);Pistol;Laser;27.5;6;67;4.7;0.149;130;1.449;12.25;0;2.878;56.9;Yes;Looted; 
Ozpyn LPX-P3 (L);Pistol;Laser;27.5;7;67;5.4;0.149;152;1.669;14.00;0;2.915;59.7;Yes;Looted; 
Ozpyn LPX-P4 (L);Pistol;Laser;27.5;11;67;8.5;0.255;240;2.655;21.00;0;2.879;57.0;Yes;Looted; 
Ozpyn LPX-P5 (L);Pistol;Laser;28.6;14;65;10.5;0.359;302;3.379;29.00;0;2.880;57.0;Yes;Looted; 
Ozpyn LPX-P6 (L);Pistol;Laser;28.6;17;67;13.2;0.403;370;4.103;33.00;0;2.880;57.0;Yes;Looted; 
Ozpyn LPX-P7 (L);Pistol;Laser;28.6;20;68;15.8;0.467;436;4.827;38.50;100.00%;2.880;57.0;Yes;Looted; 
Ozpyn LPX-P8 (L);Pistol;Laser;28.6;28;63;20.4;0.677;608;6.757;56.00;100.00%;2.880;57.0;Yes;Looted; 
Ozpyn LPX-P9 (L);Pistol;Laser;29.7;33;63;24.1;0.803;716;7.963;66.00;115.00%;2.880;57.1;Yes;Looted; 
Ozpyn LPX-P10 (L);Pistol;Laser;29.7;40;61;28.3;0.991;866;9.651;81.00;0;2.881;57.1;Yes;Looted; 
Ozpyn LPX-P11 (L);Pistol;Laser;29.7;44;64;32.6;1.094;952;10.614;90.00;0;2.881;57.1;Yes;Looted; 
Ozpyn LPX - P12 (L);Pistol;Laser;29.7;53;61;37.4;0;1142;0;112.00;0;0;57.2;Yes;Looted; 
Ozpyn LR S1X1;Rifle;Laser;60.5;9;51;5.3;0.200;200;2.200;10.00;0;2.843;54.4;Yes;Crafted; 
Ozpyn LR S1X3;Rifle;Laser;78.1;36;44;18.3;0.790;800;8.790;80.00;300.00 PED;2.846;54.6;Yes;Looted; 
Ozpyn LR S1X4;Rifle;Laser;62.7;110;42;53.5;3.000;2380;26.800;1000.00;0;2.853;55.0;Yes;Looted; 
Ozpyn LRS - P1 (L);Rifle;Laser;57.2;6;44;3.1;0.137;131;1.447;10.50;0;2.882;57.2;Yes;Looted; 
Ozpyn LRS - P2 (L);Rifle;Laser;59.4;11;43;5.5;0.252;240;2.652;19.50;0;2.883;57.3;Yes;Looted; 
Ozpyn LRS - P3 (L);Rifle;Laser;62.7;14;43;7.0;0.325;305;3.375;25.00;0;2.883;57.3;Yes;Looted; 
Ozpyn LRS - P4 (L);Rifle;Laser;64.9;19;40;8.8;0.450;413;4.580;34.50;150.00%;2.883;57.3;Yes;Looted; 
Ozpyn LRS - P8 (L);Rifle;Laser;75.9;47;41;22.3;1.100;1022;11.320;85.00;0;2.886;57.5;Yes;Looted; 
Ozpyn LRS - P9 (L);Rifle;Laser;79.2;54;41;25.6;0;1180;0;93.00;0;0;57.5;Yes;Looted; 
Ozpyn LRS - P10 (L);Rifle;Laser;81.4;60;42;29.2;1.440;1302;14.460;110.00;0;2.884;57.6;Yes;Looted; 
Ozpyn RLB S1X1;Melee;Longblades;5.0;76;33;29.1;18.370;0;18.370;900.00;0;2.875;56.7;Yes;Looted; 
Ozpyn RLB S1X2;Melee;Longblades;5.0;86;33;32.9;20.780;0;20.780;1025.00;0;2.876;56.8;Yes;Looted; 
Ozpyn RSB S1X1;Melee;Shortblades;5.0;23;44;11.7;5.600;0;5.600;300.00;180.00 PED;2.854;56.7;Yes;Looted; 
Ozpyn RSB S1X2;Melee;Shortblades;5.0;58;44;29.6;14.014;0;14.014;725.00;475.00 PED;2.876;56.8;Yes;Looted; 
Ozpyn Tempered Sword Mk. I (L);Melee;Longblades;6.0;6;39;2.7;1.442;0;1.442;80.00;100.00%;2.892;57.9;Yes;Looted; 
Ozpyn Tempered Sword Mk. II (L);Melee;Longblades;7.0;11;39;5.0;2.642;0;2.642;95.50;0;2.894;58.1;Yes;Looted; 
Ozpyn Tempered Sword Mk. III (L);Melee;Longblades;7.0;14;40;6.5;0;0;0;122.00;0;0;58.2;Yes;Looted; 
Ozpyn Tempered Sword Mk. IV (L);Melee;Longblades;8.0;18;40;8.3;4.310;0;4.310;156.00;103.44%;2.903;58.2;Yes;Looted; 
Ozpyn Tempered Sword Mk. IX (L);Melee;Longblades;10.0;51;42;24.8;0;0;0;440.00;0;0;59.0;Yes;Looted; 
Ozpyn Tempered Sword Mk. V (L);Melee;Longblades;8.0;23;40;10.7;0;0;0;199.00;0;0;58.3;Yes;Looted; 
Ozpyn Tempered Sword Mk. VI (L);Melee;Longblades;9.0;30;41;14.2;0;0;0;260.00;0;0;58.5;Yes;Looted; 
Ozpyn Tempered Sword Mk. VII (L);Melee;Longblades;0;0;0;0;0;0;0;0;0;0;0;Yes;Looted; 
Ozpyn Tempered Sword Mk. VIII (L);Melee;Longblades;10.0;44;42;21.4;0;0;0;380.00;0;0;58.8;Yes;looted; 
Ozpyn Tempered Sword Mk. X (L);Melee;Longblades;11.0;57;42;27.7;0;0;0;491.00;0;0;59.4;Yes;Looted; 
Ozpyn Tempered Sword Mk. XI (L);Melee;Longblades;11.0;65;43;32.4;0;0;0;559.00;0;0;59.8;Yes;Looted; 
Ozpyn Ying S1X2 (L);Flamethrower;BLP;22.0;28;67;21.7;0.900;590;6.800;30.00;0;2.862;55.7;Yes;Looted; 
Ozpyn Ying S1X3 (L);Flamethrower;BLP;22.0;38;67;29.5;0;800;0;40.00;0;0;56.4;Yes;Looted; 
Ozutsu Ichi (L);Attached;BLP;160.0;74;44;37.7;4.059;1400;18.059;51.00;0;2.848;54.7;Yes;Crafted; 
P.I.G - 1;Rifle;BLP;71.5;43;46;22.9;0;800;0;160.00;0;0;0.0;No;0; 
Philosopher's Sword;Melee;Longblades;8.0;44;56;28.5;10.491;0;10.491;66.00;350.00 PED;2.915;59.7;Yes;Crafted; 
Photonic Mayhem P1 (L);Pistol;Laser;26.4;16;56;10.4;0.190;360;3.790;7.85;0;2.934;61.1;Yes;Looted; 
Photonic Mayhem P2 (L);Pistol;Laser;28.6;30;56;19.5;0;674;0;14.85;0;0;61.3;Yes;Looted; 
Photonic Mayhem P3 (L);Pistol;Laser;30.8;39;56;25.3;0.470;876;9.230;19.40;0;2.937;61.3;Yes;Looted; 
Photonic Mayhem P4 (L);Pistol;Laser;33.0;52;56;33.7;0.620;1168;12.300;25.60;0.00%;2.938;61.4;Yes;Looted; 
Photonic Mayhem P5 (L);Pistol;Laser;35.2;72;56;46.7;0.860;1618;17.040;35.50;0;2.937;61.3;Yes;Looted; 
Photonic Mayhem P6 (L);Pistol;Laser;37.4;92;56;59.7;1.100;2068;21.780;45.40;0;2.936;61.2;Yes;Looted; 
Photonic Mayhem P7 (L);Pistol;Laser;39.6;103;56;66.8;0;2317;0;50.75;0;0;61.1;Yes;Looted; 
Photonic Mayhem R1 (L);Carbine;Laser;55.0;19;44;9.7;0.225;427;4.495;9.30;130.70%;2.938;61.4;Yes;Looted; 
Photonic Mayhem R2 (L);Carbine;Laser;57.2;33;44;16.8;0.400;741;7.810;16.50;300.00%;2.937;61.3;Yes;Looted; 
Photonic Mayhem R3 (L);Carbine;Laser;59.4;46;44;23.4;0.550;1034;10.890;22.70;170.70%;2.936;61.2;Yes;Looted; 
Photonic Mayhem R4 (L);Carbine;Laser;61.6;58;44;29.6;0.700;1303;13.730;28.90;149.78%;2.936;61.2;Yes;Looted; 
Photonic Mayhem R5 (L);Carbine;Laser;63.8;80;44;40.8;0;1797;0;39.60;0;0;61.3;Yes;Looted; 
Photonic Mayhem R6 (L);Carbine;Laser;66.0;106;44;54.0;1.260;2384;25.100;52.00;0;2.935;61.2;Yes;Looted; 
Photonic Mayhem R7 (L);Carbine;Laser;77.0;122;44;62.2;1.540;2742;28.960;60.25;0;2.928;61.3;Yes;Looted; 
Pickaxe PA-22 (L);Melee;Clubs;5.0;39;65;29.4;9.243;0;9.243;100.00;0;2.932;61.0;Yes;Looted; 
Pickaxe PA-27 (L);Melee;Clubs;5.0;45;65;33.9;10.665;0;10.665;225.00;0;2.932;61.0;Yes;Looted; 
Pickaxe PA-32 (L);Melee;Clubs;5.0;50;65;37.6;0;0;0;250.00;0;0;61.2;Yes;Looted; 
Pickaxe PA-37 (L);Melee;Clubs;5.0;53;67;41.1;0;0;0;270.00;0;0;61.2;Yes;Looted; 
Pilot Pistol Rank 1 (L);Pistol;Laser;22.0;3;67;2.3;0.283;44;0.723;12.00;125.00%;2.884;57.3;Yes;Looted; 
Pilot Pistol Rank 3 (L);Pistol;Laser;26.4;7;74;6.0;0;70;0;45.00;0;0;57.3;Yes;Looted; 
Piron PBP-0 (L);Pistol;BLP;35.2;4;75;3.5;0.128;84;0.968;1.40;217.00%;2.872;56.5;Yes;Looted; 
Piron PBP-2 (L);Pistol;BLP;33.0;5;85;4.9;0.049;116;1.209;5.10;113.00%;2.874;56.6;Yes;Looted; 
Piron PBP-7 (L);Pistol;BLP;33.0;13;85;12.8;0.126;301;3.136;8.70;0;2.881;57.1;Yes;Looted; 
Piron PBP-10;Pistol;BLP;33.0;23;68;18.1;1.620;493;6.550;85.00;500.00 PED;2.440;28.8;Yes;Looted; 
Piron PBP-12 (L);Pistol;BLP;33.0;20;85;19.7;0.194;464;4.834;20.00;0;2.875;56.7;Yes;Looted; 
Piron PBP-15;Pistol;BLP;33.0;40;58;26.9;2.858;857;11.428;148.00;0;2.433;28.8;Yes;Looted; 
Piron PBP-17 (L);Pistol;BLP;33.0;25;85;24.6;0.242;580;6.042;25.00;113.91%;2.876;56.7;Yes;Looted; 
Piron PBP-20;Pistol;BLP;33.0;59;48;32.8;4.122;1264;16.762;215.00;0;2.446;29.5;Yes;Looted; 
Piron PBP-22 (L);Pistol;BLP;33.0;30;85;29.5;0.290;696;7.250;30.00;0;2.876;56.7;Yes;Looted; 
Piron PBP-25;Pistol;BLP;33.0;80;38;35.2;5.650;1666;22.310;295.00;205.00 PED;2.492;32.0;Yes;Looted; 
Piron PBP-27 (L);Pistol;BLP;33.0;35;85;34.5;0.339;812;8.459;35.00;83000.00%;2.876;56.7;Yes;Looted; 
Piron PBP-32 (L);Pistol;BLP;33.0;39;85;38.4;0.378;905;9.428;39.00;0;2.875;56.7;Yes;Looted; 
Piron PBP-37 (L);Pistol;BLP;33.0;43;85;42.3;0.416;998;10.396;43.00;0;2.875;56.7;Yes;Looted; 
Piron PBP-42 (L);Pistol;BLP;35.2;52;76;45.8;1.264;1130;12.564;113.00;110.00%;2.876;56.8;Yes;Looted; 
Piron PBP-47 (L);Pistol;BLP;35.2;56;76;49.3;1.330;1217;13.500;128.50;0.00%;2.883;56.8;Yes;Looted; 
Piron PBP-52 (L);Pistol;BLP;35.2;60;76;52.8;1.457;1304;14.497;137.50;0;2.876;56.8;Yes;Looted; 
Piron PBP-57 (L);Pistol;BLP;35.2;63;76;55.5;1.541;1368;15.221;153.00;0;2.877;56.8;Yes;Looted; 
Piron PBP-62 (L);Pistol;BLP;35.2;68;74;58.3;1.660;1477;16.430;181.00;0;2.876;56.8;Yes;Looted; 
Piron PBR-0 (L);Rifle;BLP;65.0;4;65;3.0;0.138;83;0.968;2.16;0.00%;2.872;56.5;Yes;Looted; 
Piron PBR-2 (L);Rifle;BLP;55.0;8;55;5.1;0.084;185;1.934;8.70;0;2.875;56.7;Yes;Looted; 
Piron PBR-7 (L);Rifle;BLP;55.0;20;55;12.7;0.205;475;4.955;21.20;0;2.805;51.7;Yes;Looted; 
Piron PBR-10;Rifle;BLP;66.0;27;59;18.5;1.923;579;7.713;100.00;300.00 PED;2.433;28.8;Yes;Looted; 
Piron PBR-12 (L);Rifle;BLP;55.0;31;55;19.7;0.302;719;7.492;31.20;0;2.876;56.7;Yes;Looted; 
Piron PBR-15;Rifle;BLP;77.0;47;49;26.7;3.358;1007;13.428;175.00;458.66 PED;2.433;28.8;Yes;Looted; 
Piron PBR-17 (L);Rifle;BLP;55.0;39;55;24.8;0.385;904;9.425;40.00;0;2.876;56.7;Yes;Looted; 
Piron PBR-20;Rifle;BLP;88.0;75;39;33.9;5.358;1607;21.428;280.00;1300.00 PED;2.433;28.8;Yes;Looted; 
Piron PBR-22 (L);Rifle;BLP;55.0;47;55;29.9;0.459;1090;11.359;47.50;0;2.876;56.7;Yes;Looted; 
Piron PBR-25;Rifle;BLP;55.0;90;33;34.4;6.250;1875;25.000;320.00;0;2.502;32.6;Yes;Looted; 
Piron PBR-27 (L);Rifle;BLP;55.0;54;55;34.4;0.530;1252;13.050;55.00;0;2.876;56.7;Yes;Looted; 
Piron PBR-32 (L);Rifle;BLP;55.0;61;55;38.9;0.592;1415;14.742;61.10;0;2.876;56.7;Yes;Looted; 
Piron PBR-37 (L);Rifle;BLP;55.0;67;55;42.7;0.652;1554;16.192;67.50;0;2.876;56.7;Yes;Looted; 
Piron PBR-42 (L);Rifle;BLP;65.0;70;56;45.4;1.703;1521;16.913;186.00;0;2.876;56.8;Yes;Looted; 
Piron PBR-47 (L);Rifle;BLP;65.0;75;56;48.7;1.831;1629;18.121;218.00;0;2.876;56.8;Yes;Looted; 
Piron PBR-52 (L);Rifle;BLP;65.0;80;56;51.9;1.949;1738;19.329;232.50;127.00%;2.877;56.8;Yes;Looted; 
Piron PBR-57 (L);Rifle;BLP;65.0;85;56;55.1;0;1847;0;246.50;0;0;56.8;Yes;Looted; 
Piron PBR-62 (L);Rifle;BLP;65.0;90;56;58.4;2.200;1954;21.740;307.00;0;2.877;56.8;Yes;Looted; 
Piron PLP-0 (L);Pistol;Laser;34.0;4;72;3.3;0.128;84;0.968;1.40;0.00%;2.872;56.5;Yes;Looted; 
Piron PLP-2 (L);Pistol;Laser;35.2;6;74;5.1;0.059;139;1.449;6.10;0;2.878;56.9;Yes;Looted; 
Piron PLP-7 (L);Pistol;Laser;35.2;15;74;12.9;0.145;348;3.625;15.00;0;2.876;56.7;Yes;Looted; 
Piron PLP-12 (L);Pistol;Laser;35.2;23;74;19.7;0.223;533;5.553;23.00;0;2.879;56.9;Yes;Looted; 
Piron PLP-15;Pistol;Laser;39.6;45;50;26.1;0;964;0;166.00;0;0;28.8;Yes;Looted; 
Piron PLP-17 (L);Pistol;Laser;35.2;29;74;24.9;0.281;673;7.011;29.00;0;2.875;56.7;Yes;Looted; 
Piron PLP-20;Pistol;Laser;39.6;73;40;33.8;5.216;1564;20.856;270.00;0;2.433;28.8;Yes;Looted; 
Piron PLP-22 (L);Pistol;Laser;35.2;35;74;30.0;0.339;812;8.459;35.00;0;2.876;56.7;Yes;Looted; 
Piron PLP-27 (L);Pistol;Laser;35.2;41;73;34.7;0.397;951;9.907;41.00;0;2.876;56.8;Yes;Looted; 
Piron PLP-32 (L);Pistol;Laser;35.2;45;74;38.6;0.436;1044;10.876;45.00;0;2.876;56.7;Yes;Looted; 
Piron PLP-37 (L);Pistol;Laser;35.2;51;72;42.5;0.494;1183;12.324;51.00;0;2.876;56.8;Yes;Looted; 
Piron PLP-42 (L);Pistol;Laser;34.0;57;70;46.2;1.400;1237;13.770;133.50;2793.00%;2.877;56.7;Yes;Looted; 
Piron PLP-47 (L);Pistol;Laser;34.0;61;70;49.5;1.502;1324;14.742;156.50;0;2.876;56.7;Yes;Looted; 
Piron PLP-52 (L);Pistol;Laser;34.0;64;71;52.6;1.586;1388;15.466;165.50;0;2.876;56.8;Yes;Looted; 
Piron PLP-57 (L);Pistol;Laser;34.0;68;71;55.9;1.683;1475;16.433;176.00;0.00%;2.876;56.7;Yes;Looted; 
Piron PLP-62 (L);Pistol;Laser;34.0;72;71;59.2;1.790;1561;17.400;182.50;0;2.876;56.7;Yes;Looted; 
Piron PLR-0 (L);Carbine;Laser;72.2;4;61;2.8;0.138;83;0.968;2.16;0;2.872;56.5;Yes;Looted; 
Piron PLR-2 (L);Carbine;Laser;57.2;10;45;5.2;0.097;232;2.417;10.00;120.00%;2.875;56.7;Yes;Looted; 
Piron PLR-7 (L);Carbine;Laser;57.2;25;45;13.0;0.242;580;6.042;25.00;130.00%;2.876;56.7;Yes;Looted; 
Piron PLR-10;Carbine;Laser;0;31;52;18.7;2.781;664;9.421;115.00;0.00 PED;2.287;28.8;Yes;Looted; 
Piron PLR-12 (L);Carbine;Laser;57.2;38;45;19.8;0.374;881;9.184;38.60;0;2.876;56.7;Yes;Looted; 
Piron PLR-17 (L);Carbine;Laser;57.2;48;45;25.0;0.470;1113;11.600;48.50;105.00%;2.876;56.7;Yes;Looted; 
Piron PLR-22 (L);Carbine;Laser;57.2;58;45;30.2;0.567;1345;14.017;58.50;0;2.876;56.7;Yes;Looted; 
Piron PLR-27 (L);Carbine;Laser;57.2;65;46;34.6;0.706;1492;15.626;73.00;0;2.891;57.9;Yes;Looted; 
Piron PLR-32 (L);Carbine;Laser;57.2;74;45;38.6;0.724;1716;17.884;75.00;0;2.876;56.7;Yes;Looted; 
Piron PLR-37 (L);Carbine;Laser;57.2;80;46;42.6;0.825;1847;19.295;85.50;0;2.882;57.2;Yes;Looted; 
Piron PLR-42 (L);Carbine;Laser;72.2;87;46;46.4;2.155;1887;21.025;244.00;0;2.876;56.7;Yes;Looted; 
Piron PLR-47 (L);Carbine;Laser;72.2;94;46;50.1;2.326;2039;22.716;293.50;0;2.876;56.8;Yes;Looted; 
Piron PLR-52 (L);Carbine;Laser;72.2;97;47;52.8;2.402;2104;23.442;303.50;120.00%;2.876;56.8;Yes;Looted; 
Piron PLR-57 (L);Carbine;Laser;72.2;108;44;55.0;2.670;2343;26.100;372.00;0;2.876;56.7;Yes;Looted; 
Piron PLR-62 (L);Carbine;Laser;72.2;116;44;59.1;2.873;2516;28.033;456.00;0;2.876;56.7;Yes;Looted; 
Pistol (SA) (L);Pistol;BLP;28.6;2;34;0.8;0.081;41;0.491;0.14;0;2.831;53.5;Yes;Thing TT; 
Plasma Kyller;Pistol;Plasma;49.5;24;17;4.7;0.080;600;6.080;18.50;0;2.743;48.0;No;Crafted; 
Plasma Kyller Zwei;Pistol;Plasma;55.0;56;19;12.3;0.800;1300;13.800;53.50;0;2.820;52.7;No;Crafted; 
PlasTorch 1 (L);Rifle;BLP;28.6;3;61;2.1;0.065;66;0.725;4.00;0;2.876;56.7;Yes;Looted; 
PlasTorch 2 (L);Rifle;BLP;28.6;6;61;4.2;0.130;132;1.450;8.00;0;2.876;56.7;Yes;Looted;EOT: Burn 2.0sec 30% damage
PlasTorch 3 (L);Rifle;BLP;28.6;10;61;7.1;0.280;215;2.430;18.00;142.00%;2.860;0;Yes;Looted; 
PlasTorch 4 (L);Rifle;BLP;28.6;15;61;10.6;0;318;0;28.00;0;0;56.5;Yes;Looted; 
PlasTorch 5 (L);Rifle;BLP;28.6;20;61;14.1;0;418;0;40.00;0;0;56.5;Yes;Looted; 
Poison Purple Star Stunna (L);Rifle;BLP;22.0;22;83;21.2;0;429;0;25.00;0;0;57.8;Yes;Token Trader;Deceleration 100% duration 0.3s
Poison Purple Turrelion Spec Flamebather (L);Flamethrower;BLP;16.5;44;83;42.3;0;958;0;25.00;0;0;57.8;Yes;Token Trader;Burn 60% of Damage 3.0sec
Poison Purple Xent Tech Freeze Ray (L);Rifle;BLP;71.5;58;22;14.8;0;1295;0;25.00;0;0;57.8;Yes;Token Trader;45% Deceleration on hit 4.0sec
Porcupine MAP-13 (L);Attached;BLP;130.0;53;67;41.1;3.743;1020;13.943;33.00;0;2.642;54.6;Yes;Crafted; 
Prosecutor M5 (L);Rifle;BLP;44.0;19;42;9.2;0.968;371;4.678;44.00;0;2.823;54.0;Yes;Crafted; 
Prosecutor M13 (L);Rifle;BLP;59.4;45;40;20.9;0;899;0;118.00;0;0;54.6;Yes;Crafted; 
Prosecutor M15 (L);Rifle;BLP;55.0;57;51;33.7;4.010;1000;14.010;267.00;0;2.828;53.3;Yes;Crafted; 
Prosecutor M35;Rifle;BLP;53.9;67;53;41.1;4.689;1200;16.689;14734.00;0;2.790;50.6;Yes;Crafted; 
Prosecutor M35 (L);Rifle;BLP;53.9;67;53;41.1;4.439;1200;16.439;332.00;126.00%;2.833;53.6;Yes;Crafted; 
Prosecutor M45 (L);Rifle;BLP;58.3;71;52;42.8;4.589;1300;17.589;352.00;0;2.805;51.8;Yes;Crafted; 
Prosecutor M76 Turbo (L);Rifle;BLP;0;0;0;0;0;0;0;0;0;0;0;Yes;Crafted; 
Prototype MAKO Smuggler;Melee;Longblades;7.0;325;110;414.1;70.712;0;70.712;50.00;0;3.194;0;No;Official; 
Prototype Rocket Launcher XXX (L);Support;Rocket;130.0;396;111;509.2;0;800;0;214.00;0;0;54.4;Yes;Event; 
Pure White Star Stunna (L);Rifle;BLP;22.0;22;83;21.2;0;429;0;25.00;0;0;57.8;Yes;Token Trader;Deceleration 100% duration 0.1s
Pure White Sticky Laucher (L);Support;Grenade;131.9;35;37;15.0;0;742;0;25.00;0;0;57.7;Yes;Token Trader;18% Deceleration on hit
Pure White Turrelion Spec Flamebather (L);Flamethrower;BLP;16.5;44;83;42.3;0;958;0;25.00;0;0;57.8;Yes;Token Trader;Burn 50% of Damage 3.0sec
Pure White Xent Tech Freeze Ray (L);Rifle;BLP;71.5;58;22;14.8;0;1295;0;25.00;0;0;57.8;Yes;Token Trader;34% Deceleration on hit 4.0sec
Purple Poison Sticky Laucher (L);Support;Grenade;131.9;35;37;15.0;0;742;0;25.00;0;0;57.7;Yes;Token Trader;30% Deceleration on hit
Qataal GutOpen (L);Melee;Longblades;9.0;36;44;18.3;0;0;0;80.00;0;0;56.9;Yes;Crafted; 
Qataal SlayWay (L);Melee;Longblades;9.0;57;44;29.1;0;0;0;100.00;0;0;53.3;Yes;Crafted; 
Queen's Sceptre;Melee;Clubs;6.0;82;37;35.1;19.603;0;19.603;213.00;0;2.907;59.1;Yes;Event Prize; 
Ranked Combat Knife;Melee;Shortblades;4.0;50;67;38.8;12.185;0;12.185;700.00;0;2.852;55.1;Yes;Looted; 
Ranked FlameThrower;Flamethrower;BLP;16.5;50;67;38.8;2.108;1000;12.108;150.00;13000.00 PED;2.870;56.3;Yes;Looted; 
Ranked HK1750;Carbine;Laser;66.0;70;48;38.9;2.000;1505;17.050;125.00;9000.00 PED;2.853;55.1;Yes;Looted; 
Ranked Psy-Blade;Melee;Power Fist;4.5;70;48;38.9;17.050;0;17.050;950.00;0;2.853;55.1;Yes;Looted; 
Ranked Psy-Sword;Melee;Longblades;5.0;100;33;38.2;24.360;0;24.360;1250.00;0;2.853;55.1;Yes;Looted; 
Ranked Scorpion;Pistol;Laser;37.4;60;67;46.6;2.000;1260;14.600;125.00;0;2.856;55.3;Yes;Looted; 
Ravenger Mini-Sweeper V1;Rifle;BLP;55.0;45;60;31.3;0.290;1100;11.290;130.00;5000.00 PED;2.770;49.1;No;Looted; 
Ravenger Mini-Sweeper V1, Adjusted;Rifle;BLP;55.0;67;75;58.2;1.100;1500;16.100;600.00;0;2.892;58.0;No;Looted; 
Ravenger Mini-Sweeper V1, Adjusted, SGA Edition;Rifle;BLP;66.0;67;75;58.2;1.100;1500;16.100;600.00;0;2.892;58.0;No;Looted; 
Ravenger Mini-Sweeper V2;Rifle;BLP;60.5;58;67;45.0;0.100;1400;14.100;200.00;2600.00 PED;2.859;55.5;No;Looted; 
Ravenger Mini-Sweeper V3, Improved (L);Rifle;BLP;60.5;64;83;61.5;0.100;1478;14.880;42.00;0;2.989;65.4;Yes;Looted; 
RayGun (L);Pistol;Laser;26.4;5;70;4.1;0.020;118;1.200;3.00;0;2.896;58.2;Yes;ROCKtropia TT; 
Red Scorpion (L);Pistol;Laser;29.7;7;86;7.0;0;82;0;375.00;0;0;56.3;Yes;Looted; 
Redstar Smasher Alpha (L);Melee;Clubs;5.0;8;24;2.2;1.928;0;1.928;80.00;0;2.884;57.3;Yes;Looted; 
Redstar Smasher Gamma (L);Melee;Clubs;0;0;0;0;0;0;0;0;0;0;0;Yes;Looted; 
Redux ZK1 (L);Rifle;BLP;41.8;6;52;3.6;0.140;131;1.450;11.00;0;2.876;56.7;Yes;Looted; 
Redux ZK2 (L);Rifle;BLP;44.0;11;52;6.6;0.249;241;2.659;19.50;0;2.875;56.8;Yes;Looted; 
RepEdge Battle Axe 1x0;Melee;Axes;5.0;24;38;10.6;5.600;0;5.600;7.00;200.00 PED;2.979;64.6;No;Looted; 
RepEdge Battle Axe 1x0, SGA Edition;Melee;Axes;6.0;25;38;11.0;0;0;0;7.00;3000.00 PED;0;64.6;No;Looted; 
RepEdge Battle Axe 2x0;Melee;Axes;5.0;36;33;13.8;8.200;0;8.200;28.00;46.00 PED;3.051;70.4;No;Looted; 
RepEdge Battle Axe 2x0, SGA Edition;Melee;Axes;6.0;37;33;14.1;8.428;0;8.428;28.00;3500.00 PED;3.051;70.4;No;Looted; 
RepEdge Battle Axe 3x0;Melee;Axes;5.0;56;33;21.4;13.400;0;13.400;87.00;0;2.904;58.9;No;Looted; 
RepEdge Battle Axe 3x0, SGA Edition;Melee;Axes;6.0;57;33;21.8;0;0;0;87.00;0;0;58.9;No;Looted; 
RepEdge Battle Axe 4x0;Melee;Axes;5.0;89;30;30.9;21.700;0;21.700;102.00;0;2.850;54.9;No;Looted; 
RepEdge Battle Axe 4x0, SGA Edition;Melee;Axes;6.0;90;30;31.3;21.810;0;21.810;102.00;0;2.868;56.2;No;Looted; 
RepEdge Battle Axe 5x0;Melee;Axes;5.0;95;27;29.7;23.000;0;23.000;189.00;0;2.871;56.2;No;Looted; 
